0_lat,0_location,0_lon,demographics-life_ex,demographics-median_inc,demographics-pct_50plus,demographics-pct_65plus,demographics-pct_africa,demographics-pct_asian,demographics-pct_disabi,demographics-pct_hispan,demographics-pct_povert,demographics-total_popu,engagement-broadband cost and speed,"engagement-cultural, arts, and entertainment institutions",engagement-opportunity for civic involvement,engagement-social involvement index,environment-air quality index,environment-drinking water quality,environment-local industrial pollution,environment-near-roadway pollution,health-access to exercise opportunities,health-health professional shortage areas,health-obesity prevalence,health-preventable hospitalization rate,health-tobacco use,livability-engagement,livability-environment,livability-health,livability-housing,livability-neighborhood,livability-opportunity,livability-transportation,neighborhood-access to grocery stores,neighborhood-access to libraries,neighborhood-access to parks,neighborhood-activity density,neighborhood-automobile accessibility,neighborhood-crime rates,neighborhood-diversity of destinations,neighborhood-transit accessibility,neighborhood-vacancy rate,opportunity-age diversity,opportunity-high school graduation rate,opportunity-income inequality,opportunity-jobs/worker,transportation-ADA-accessible stations and vehicles,transportation-congestion,transportation-crash rates,transportation-frequency of local transit service,transportation-household transportation costs,transportation-speed limits,transportation-walk trips
40.6960679,"Downtown Brooklyn, New York, NY",-73.9845407,80,91375,7,3,16,10,10,6,8,676,98.500 percent,0.135 institutions,3.892 organizations,0.979 involvement index,0.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,62.700 percent,96.800 percent,19.000 priority score,23.400 percent,"50.240 discharges / 1,000 Medicare enrollees",15.300 percent,45,45,43,26,86,23,99,29.000 stores and markets,1.000 libraries,7.000 parks,62760.000 jobs + people / sq. mi.,441880.000 jobs,"223.000 crimes / 10,000 people",0.403 diversity score (0-1 scale),191395.000 jobs,10.900 percent,0.529 relative diversity,80.600 percent,0.517 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.763 fatal crashes,395.000 buses and trains,8300.000 dollars,29.360 miles per hour,2.290 trips
40.7208595,"Downtown Manhattan, New York, NY",-74.0006686,82,160795,30,14,1,5,10,9,11,1106,98.100 percent,0.155 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,14.600 percent,98.400 percent,0.000 priority score,15.900 percent,"36.662 discharges / 1,000 Medicare enrollees",9.900 percent,61,43,78,27,91,29,100,85.000 stores and markets,1.000 libraries,4.000 parks,78983.000 jobs + people / sq. mi.,429644.000 jobs,"222.000 crimes / 10,000 people",0.924 diversity score (0-1 scale),360018.000 jobs,16.000 percent,0.932 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.742 fatal crashes,352.000 buses and trains,8439.000 dollars,28.330 miles per hour,3.120 trips
40.7957399,"East Harlem, New York, NY",-73.93892129999999,82,27596,16,3,30,0,10,55,33,847,100.000 percent,0.128 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,19.000 priority score,28.900 percent,"36.662 discharges / 1,000 Medicare enrollees",20.400 percent,61,58,47,95,94,26,84,93.000 stores and markets,1.000 libraries,2.000 parks,63536.000 jobs + people / sq. mi.,374579.000 jobs,"222.000 crimes / 10,000 people",0.682 diversity score (0-1 scale),153101.000 jobs,0.000 percent,0.901 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.634 fatal crashes,587.000 buses and trains,8919.000 dollars,25.000 miles per hour,0.620 trips
40.7264773,"East Village, New York, NY",-73.98153370000001,82,52273,24,2,11,11,10,8,29,1253,75.400 percent,0.132 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,11.000 priority score,15.600 percent,"36.662 discharges / 1,000 Medicare enrollees",11.000 percent,57,58,70,42,90,11,93,72.000 stores and markets,1.000 libraries,4.000 parks,40412.000 jobs + people / sq. mi.,400338.000 jobs,"222.000 crimes / 10,000 people",0.933 diversity score (0-1 scale),229759.000 jobs,13.300 percent,0.630 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.715 fatal crashes,265.000 buses and trains,7898.000 dollars,25.000 miles per hour,1.230 trips
40.7077143,"Financial District, New York, NY",-74.00827869999999,82,125124,9,1,2,21,10,4,9,6294,82.600 percent,0.158 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,45.200 percent,98.400 percent,0.000 priority score,13.000 percent,"36.662 discharges / 1,000 Medicare enrollees",9.900 percent,59,37,81,27,85,8,100,44.000 stores and markets,0.000 libraries,9.000 parks,192641.000 jobs + people / sq. mi.,509007.000 jobs,"222.000 crimes / 10,000 people",0.857 diversity score (0-1 scale),371489.000 jobs,14.300 percent,0.565 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.685 fatal crashes,507.000 buses and trains,7126.000 dollars,29.730 miles per hour,20.000 trips
40.740083,"Flatiron District, New York, NY",-73.9903489,82,144191,20,8,0,12,10,8,3,3204,100.000 percent,0.140 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,14.400 percent,"36.662 discharges / 1,000 Medicare enrollees",10.300 percent,62,58,79,28,95,17,100,69.000 stores and markets,1.000 libraries,5.000 parks,540754.000 jobs + people / sq. mi.,412033.000 jobs,"222.000 crimes / 10,000 people",0.961 diversity score (0-1 scale),413175.000 jobs,12.600 percent,0.760 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.743 fatal crashes,908.000 buses and trains,8108.000 dollars,25.640 miles per hour,12.790 trips
40.8582679,"Fort George, New York, NY",-73.9318299,82,75320,24,3,1,5,10,33,6,1128,0.000 percent,0.157 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,13.000 priority score,25.100 percent,"36.662 discharges / 1,000 Medicare enrollees",15.800 percent,44,58,57,47,82,19,96,46.000 stores and markets,0.000 libraries,4.000 parks,123798.000 jobs + people / sq. mi.,247353.000 jobs,"222.000 crimes / 10,000 people",0.861 diversity score (0-1 scale),51263.000 jobs,4.600 percent,0.790 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.543 fatal crashes,600.000 buses and trains,7931.000 dollars,27.910 miles per hour,1.490 trips
40.6920638,"Fort Greene, New York, NY",-73.97418739999999,80,70298,24,0,0,57,10,0,0,37,100.000 percent,0.132 institutions,3.892 organizations,0.979 involvement index,0.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,96.800 percent,19.000 priority score,19.100 percent,"50.240 discharges / 1,000 Medicare enrollees",11.400 percent,46,69,50,51,83,17,66,39.000 stores and markets,1.000 libraries,1.000 parks,1745.000 jobs + people / sq. mi.,277974.000 jobs,"223.000 crimes / 10,000 people",0.391 diversity score (0-1 scale),142313.000 jobs,0.000 percent,0.376 relative diversity,80.600 percent,0.517 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.808 fatal crashes,226.000 buses and trains,13820.000 dollars,26.280 miles per hour,0.570 trips
40.7547072,"Garment District, New York, NY",-73.9916342,82,56420,27,6,9,3,10,33,32,1144,100.000 percent,0.151 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,17.100 percent,"36.662 discharges / 1,000 Medicare enrollees",11.900 percent,62,58,75,43,91,13,100,72.000 stores and markets,1.000 libraries,3.000 parks,178189.000 jobs + people / sq. mi.,586127.000 jobs,"222.000 crimes / 10,000 people",0.926 diversity score (0-1 scale),379690.000 jobs,22.100 percent,0.685 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.919 fatal crashes,637.000 buses and trains,9098.000 dollars,27.180 miles per hour,4.280 trips
40.7367783,"Gramercy Park, New York, NY",-73.9844722,82,93750,46,20,0,21,10,2,12,835,100.000 percent,0.132 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,14.700 percent,"36.662 discharges / 1,000 Medicare enrollees",9.800 percent,61,58,80,46,93,16,100,69.000 stores and markets,1.000 libraries,4.000 parks,194467.000 jobs + people / sq. mi.,502663.000 jobs,"222.000 crimes / 10,000 people",0.923 diversity score (0-1 scale),270913.000 jobs,9.600 percent,0.737 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.760 fatal crashes,502.000 buses and trains,7273.000 dollars,27.090 miles per hour,2.340 trips
40.7335719,"Greenwich Village, New York, NY",-74.0027418,82,96250,35,20,0,6,10,2,16,984,95.400 percent,0.151 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,15.400 percent,"36.662 discharges / 1,000 Medicare enrollees",9.400 percent,60,58,79,28,95,14,100,64.000 stores and markets,1.000 libraries,5.000 parks,116124.000 jobs + people / sq. mi.,377313.000 jobs,"222.000 crimes / 10,000 people",0.949 diversity score (0-1 scale),466062.000 jobs,2.100 percent,0.705 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.735 fatal crashes,466.000 buses and trains,7114.000 dollars,25.010 miles per hour,5.990 trips
40.8252793,"Hamilton Heights, New York, NY",-73.94761390000001,82,37845,36,12,58,3,10,60,11,1641,0.000 percent,0.140 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,18.000 priority score,28.900 percent,"36.662 discharges / 1,000 Medicare enrollees",19.200 percent,43,58,49,78,91,20,100,51.000 stores and markets,1.000 libraries,4.000 parks,161121.000 jobs + people / sq. mi.,257166.000 jobs,"222.000 crimes / 10,000 people",0.788 diversity score (0-1 scale),156466.000 jobs,5.200 percent,0.813 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.421 fatal crashes,713.000 buses and trains,8732.000 dollars,28.970 miles per hour,2.330 trips
40.7637581,"Hell's Kitchen, New York, NY",-73.9918181,82,64513,18,5,7,2,10,36,11,2142,100.000 percent,0.152 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,18.000 percent,"36.662 discharges / 1,000 Medicare enrollees",12.200 percent,62,58,74,46,92,15,98,74.000 stores and markets,1.000 libraries,3.000 parks,142457.000 jobs + people / sq. mi.,488708.000 jobs,"222.000 crimes / 10,000 people",0.921 diversity score (0-1 scale),297052.000 jobs,11.900 percent,0.713 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.850 fatal crashes,160.000 buses and trains,7742.000 dollars,27.590 miles per hour,2.140 trips
40.8534973,"Hudson Heights, New York, NY",-73.9374517,82,88571,30,11,2,4,10,12,12,1495,35.200 percent,0.157 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,85.900 percent,98.400 percent,13.000 priority score,19.300 percent,"36.662 discharges / 1,000 Medicare enrollees",11.100 percent,54,30,66,43,81,21,90,45.000 stores and markets,0.000 libraries,3.000 parks,78548.000 jobs + people / sq. mi.,264130.000 jobs,"222.000 crimes / 10,000 people",0.860 diversity score (0-1 scale),95462.000 jobs,7.400 percent,0.829 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.488 fatal crashes,424.000 buses and trains,8964.000 dollars,25.000 miles per hour,1.110 trips
40.7485587,"Hunters Point, New York, NY",-73.94964639999999,81,81731,19,11,3,20,10,34,9,895,88.300 percent,0.120 institutions,3.633 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,46.800 percent,95.500 percent,17.000 priority score,19.600 percent,"36.662 discharges / 1,000 Medicare enrollees",11.300 percent,39,37,61,28,78,34,95,14.000 stores and markets,1.000 libraries,0.000 parks,10328.000 jobs + people / sq. mi.,470923.000 jobs,"222.000 crimes / 10,000 people",0.841 diversity score (0-1 scale),314672.000 jobs,13.300 percent,0.673 relative diversity,64.000 percent,0.449 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.517 fatal crashes,428.000 buses and trains,9569.000 dollars,27.660 miles per hour,2.010 trips
40.8677145,"Inwood, New York, NY",-73.9212019,82,51711,31,7,13,5,10,36,4,800,17.500 percent,0.160 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,87.500 percent,98.400 percent,13.000 priority score,24.800 percent,"36.662 discharges / 1,000 Medicare enrollees",16.900 percent,53,29,56,43,87,22,87,49.000 stores and markets,1.000 libraries,3.000 parks,59016.000 jobs + people / sq. mi.,237279.000 jobs,"222.000 crimes / 10,000 people",0.623 diversity score (0-1 scale),74349.000 jobs,4.000 percent,0.847 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.546 fatal crashes,334.000 buses and trains,8821.000 dollars,25.000 miles per hour,0.880 trips
40.74232920000001,"Kips Bay, New York, NY",-73.9800645,82,89318,16,5,0,14,10,2,9,1282,100.000 percent,0.130 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,16.800 percent,"36.662 discharges / 1,000 Medicare enrollees",12.700 percent,61,58,75,41,99,20,100,62.000 stores and markets,1.000 libraries,3.000 parks,196244.000 jobs + people / sq. mi.,587605.000 jobs,"222.000 crimes / 10,000 people",0.933 diversity score (0-1 scale),299226.000 jobs,0.000 percent,0.805 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.759 fatal crashes,446.000 buses and trains,6687.000 dollars,28.220 miles per hour,2.600 trips
40.7741769,"Lincoln Square, New York, NY",-73.98491179999999,82,72841,52,30,51,2,10,7,14,596,49.500 percent,0.151 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,19.600 percent,"36.662 discharges / 1,000 Medicare enrollees",13.500 percent,56,58,72,67,95,2,92,40.000 stores and markets,1.000 libraries,4.000 parks,22094.000 jobs + people / sq. mi.,392967.000 jobs,"222.000 crimes / 10,000 people",0.912 diversity score (0-1 scale),249698.000 jobs,0.000 percent,0.399 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.758 fatal crashes,548.000 buses and trains,8990.000 dollars,25.000 miles per hour,1.280 trips
40.744679,"Long Island City, New York, NY",-73.9485424,81,41827,26,16,2,29,10,17,6,589,100.000 percent,0.119 institutions,3.633 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,55.400 percent,95.500 percent,17.000 priority score,19.400 percent,"36.662 discharges / 1,000 Medicare enrollees",10.300 percent,42,35,62,40,87,41,98,24.000 stores and markets,1.000 libraries,1.000 parks,35257.000 jobs + people / sq. mi.,420698.000 jobs,"222.000 crimes / 10,000 people",0.916 diversity score (0-1 scale),268659.000 jobs,5.100 percent,0.803 relative diversity,64.000 percent,0.449 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.483 fatal crashes,360.000 buses and trains,8527.000 dollars,25.620 miles per hour,1.810 trips
40.715033,"Lower East Side, New York, NY",-73.9842724,82,56912,42,25,10,9,10,16,12,1717,98.400 percent,0.136 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,11.000 priority score,17.200 percent,"36.662 discharges / 1,000 Medicare enrollees",11.000 percent,60,58,69,53,95,21,100,74.000 stores and markets,1.000 libraries,11.000 parks,119851.000 jobs + people / sq. mi.,433387.000 jobs,"222.000 crimes / 10,000 people",0.873 diversity score (0-1 scale),212208.000 jobs,2.800 percent,0.833 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.674 fatal crashes,406.000 buses and trains,7295.000 dollars,27.500 miles per hour,2.310 trips
40.796989,"Manhattan Valley, New York, NY",-73.9697065,82,37091,41,23,6,6,10,47,12,1085,0.000 percent,0.146 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,18.400 percent,"36.662 discharges / 1,000 Medicare enrollees",10.200 percent,43,58,76,55,86,32,100,41.000 stores and markets,1.000 libraries,2.000 parks,165139.000 jobs + people / sq. mi.,331861.000 jobs,"222.000 crimes / 10,000 people",0.744 diversity score (0-1 scale),224753.000 jobs,23.800 percent,0.952 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.656 fatal crashes,851.000 buses and trains,7704.000 dollars,28.170 miles per hour,3.750 trips
40.7571432,"Midtown East, New York, NY",-73.9718815,82,83866,24,13,2,22,10,13,8,1334,100.000 percent,0.131 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,15.900 percent,"36.662 discharges / 1,000 Medicare enrollees",10.300 percent,61,58,78,31,90,20,100,70.000 stores and markets,1.000 libraries,1.000 parks,173420.000 jobs + people / sq. mi.,631288.000 jobs,"222.000 crimes / 10,000 people",0.892 diversity score (0-1 scale),426461.000 jobs,14.700 percent,0.817 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.724 fatal crashes,849.000 buses and trains,8960.000 dollars,25.000 miles per hour,7.170 trips
40.7549309,"Midtown Manhattan, New York, NY",-73.9840195,82,69250,67,7,0,13,10,6,0,157,100.000 percent,0.140 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,15.500 percent,"36.662 discharges / 1,000 Medicare enrollees",10.800 percent,62,58,78,34,86,6,99,91.000 stores and markets,1.000 libraries,1.000 parks,128843.000 jobs + people / sq. mi.,646973.000 jobs,"222.000 crimes / 10,000 people",0.917 diversity score (0-1 scale),501499.000 jobs,59.900 percent,0.522 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.818 fatal crashes,1025.000 buses and trains,10782.000 dollars,27.390 miles per hour,9.230 trips
40.8105443,"Morningside Heights, New York, NY",-73.9620581,82,125313,23,14,5,19,10,7,5,2241,12.800 percent,0.150 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,64.700 percent,98.400 percent,0.000 priority score,13.300 percent,"36.662 discharges / 1,000 Medicare enrollees",11.000 percent,51,34,80,35,84,17,78,21.000 stores and markets,1.000 libraries,2.000 parks,44642.000 jobs + people / sq. mi.,234997.000 jobs,"222.000 crimes / 10,000 people",0.713 diversity score (0-1 scale),164609.000 jobs,10.900 percent,0.756 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.549 fatal crashes,633.000 buses and trains,9863.000 dollars,34.880 miles per hour,1.080 trips
40.7478792,"Murray Hill, New York, NY",-73.9756567,82,133110,21,11,2,10,10,3,7,1126,100.000 percent,0.131 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,80.800 percent,98.400 percent,0.000 priority score,14.200 percent,"36.662 discharges / 1,000 Medicare enrollees",9.300 percent,61,31,81,31,92,15,100,59.000 stores and markets,1.000 libraries,1.000 parks,88422.000 jobs + people / sq. mi.,694685.000 jobs,"222.000 crimes / 10,000 people",0.935 diversity score (0-1 scale),338428.000 jobs,2.600 percent,0.714 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.748 fatal crashes,546.000 buses and trains,7052.000 dollars,28.590 miles per hour,2.020 trips
40.7286587,"NoHo, New York, NY",-73.9925526,82,150714,35,17,2,6,10,3,1,1942,100.000 percent,0.141 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,14.700 percent,"36.662 discharges / 1,000 Medicare enrollees",8.600 percent,62,58,81,20,93,24,100,78.000 stores and markets,1.000 libraries,4.000 parks,154420.000 jobs + people / sq. mi.,400685.000 jobs,"222.000 crimes / 10,000 people",0.947 diversity score (0-1 scale),444055.000 jobs,9.400 percent,0.866 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.702 fatal crashes,707.000 buses and trains,8157.000 dollars,30.160 miles per hour,2.790 trips
40.7446072,"NoMad, New York, NY",-73.9874105,82,138750,13,5,2,26,10,6,16,3155,100.000 percent,0.140 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,13.600 percent,"36.662 discharges / 1,000 Medicare enrollees",9.500 percent,62,58,81,35,93,14,100,93.000 stores and markets,1.000 libraries,3.000 parks,207770.000 jobs + people / sq. mi.,546601.000 jobs,"222.000 crimes / 10,000 people",0.957 diversity score (0-1 scale),415152.000 jobs,15.000 percent,0.703 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.694 fatal crashes,732.000 buses and trains,8651.000 dollars,28.280 miles per hour,4.550 trips
40.7282239,"Northeastern Queens, New York, NY",-73.7948516,81,91688,37,17,20,40,10,0,2,1499,94.700 percent,0.199 institutions,3.633 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,95.500 percent,0.000 priority score,17.200 percent,"42.359 discharges / 1,000 Medicare enrollees",10.700 percent,44,58,67,18,67,60,90,9.000 stores and markets,0.000 libraries,0.000 parks,20529.000 jobs + people / sq. mi.,228976.000 jobs,"222.000 crimes / 10,000 people",0.710 diversity score (0-1 scale),23737.000 jobs,6.200 percent,0.938 relative diversity,80.600 percent,0.449 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,3.232 fatal crashes,239.000 buses and trains,11218.000 dollars,25.000 miles per hour,1.910 trips
40.76539950000001,"Northern Brooklyn, New York, NY",-73.8175923,81,50643,23,7,1,59,10,31,25,2034,100.000 percent,0.234 institutions,3.633 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,100.000 percent,95.500 percent,0.000 priority score,19.600 percent,"42.359 discharges / 1,000 Medicare enrollees",16.600 percent,48,24,60,48,90,36,100,20.000 stores and markets,1.000 libraries,1.000 parks,219485.000 jobs + people / sq. mi.,210384.000 jobs,"222.000 crimes / 10,000 people",0.679 diversity score (0-1 scale),60196.000 jobs,0.000 percent,0.778 relative diversity,57.000 percent,0.449 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,3.060 fatal crashes,296.000 buses and trains,8146.000 dollars,27.280 miles per hour,2.980 trips
40.6960679,"Northwestern Brooklyn, New York, NY",-73.9845407,80,91375,7,3,16,10,10,6,8,676,98.500 percent,0.135 institutions,3.892 organizations,0.979 involvement index,0.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,62.700 percent,96.800 percent,19.000 priority score,23.400 percent,"50.240 discharges / 1,000 Medicare enrollees",15.300 percent,45,45,43,26,86,23,99,29.000 stores and markets,1.000 libraries,7.000 parks,62760.000 jobs + people / sq. mi.,441880.000 jobs,"223.000 crimes / 10,000 people",0.403 diversity score (0-1 scale),191395.000 jobs,10.900 percent,0.529 relative diversity,80.600 percent,0.517 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.763 fatal crashes,395.000 buses and trains,8300.000 dollars,29.360 miles per hour,2.290 trips
40.7572001,"Northwestern Queens, New York, NY",-73.96918819999999,82,136354,33,12,0,7,10,3,0,416,100.000 percent,0.129 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,15.200 percent,"36.662 discharges / 1,000 Medicare enrollees",9.800 percent,61,58,79,53,82,0,100,64.000 stores and markets,1.000 libraries,0.000 parks,130908.000 jobs + people / sq. mi.,607624.000 jobs,"222.000 crimes / 10,000 people",0.895 diversity score (0-1 scale),405866.000 jobs,45.700 percent,0.267 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.763 fatal crashes,685.000 buses and trains,9120.000 dollars,28.240 miles per hour,4.010 trips
40.6710672,"Park Slope, New York, NY",-73.98142279999999,80,130147,30,8,16,2,10,19,4,1152,100.000 percent,0.126 institutions,3.892 organizations,0.979 involvement index,0.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,96.800 percent,0.000 priority score,17.500 percent,"50.240 discharges / 1,000 Medicare enrollees",10.300 percent,46,69,65,27,87,37,87,39.000 stores and markets,1.000 libraries,1.000 parks,53335.000 jobs + people / sq. mi.,202423.000 jobs,"223.000 crimes / 10,000 people",0.837 diversity score (0-1 scale),97406.000 jobs,1.300 percent,0.829 relative diversity,80.600 percent,0.517 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.766 fatal crashes,208.000 buses and trains,9353.000 dollars,26.610 miles per hour,1.340 trips
40.6592355,"Prospect Lefferts Gardens, New York, NY",-73.9533895,80,43846,28,7,86,4,10,8,23,1559,100.000 percent,0.119 institutions,3.892 organizations,0.979 involvement index,0.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,96.800 percent,19.000 priority score,30.900 percent,"50.240 discharges / 1,000 Medicare enrollees",18.100 percent,46,69,36,33,79,44,92,47.000 stores and markets,1.000 libraries,0.000 parks,75496.000 jobs + people / sq. mi.,159762.000 jobs,"223.000 crimes / 10,000 people",0.799 diversity score (0-1 scale),82072.000 jobs,13.400 percent,0.916 relative diversity,80.600 percent,0.517 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.797 fatal crashes,266.000 buses and trains,9600.000 dollars,25.000 miles per hour,1.580 trips
40.72557219999999,"Rego Park, New York, NY",-73.8624893,81,59634,33,17,2,24,10,8,5,563,100.000 percent,0.149 institutions,3.633 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,95.500 percent,0.000 priority score,17.900 percent,"42.359 discharges / 1,000 Medicare enrollees",10.800 percent,44,58,66,47,82,65,83,20.000 stores and markets,1.000 libraries,0.000 parks,19704.000 jobs + people / sq. mi.,284652.000 jobs,"222.000 crimes / 10,000 people",0.627 diversity score (0-1 scale),66419.000 jobs,0.000 percent,0.935 relative diversity,89.000 percent,0.449 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,3.144 fatal crashes,22.000 buses and trains,10113.000 dollars,25.000 miles per hour,1.600 trips
